image_id,split,candidate_tiles,saved_tiles,saved_positive_tiles,saved_negative_tiles,source_boxes,elapsed_seconds,status
15430,train,25,13,11,2,12,0.04569595900102286,success
15431,train,25,8,6,2,4,0.02709891599806724,success
15432,train,25,24,22,2,43,0.0331117500027176,success
15433,train,25,25,25,0,51,0.03316150000318885,success
15434,train,25,4,2,2,1,0.02160766599990893,success
15435,train,25,8,6,2,4,0.02486674999818206,success
15436,train,25,21,19,2,19,0.03129870799602941,success
15437,train,25,18,16,2,14,0.029239707997476216,success
15438,train,25,24,22,2,44,0.03244916700350586,success
15439,test,25,25,17,8,18,0.03425754199997755,success
15440,train,25,23,21,2,18,0.034000457999354694,success
15441,train,25,18,16,2,23,0.03066199999739183,success
15442,train,25,12,10,2,11,0.0278349590007565,success
15443,test,25,25,18,7,26,0.034133916000428144,success
15444,train,25,19,17,2,19,0.03061954100121511,success
15445,train,25,20,18,2,33,0.031687125003372785,success
15446,test,25,25,19,6,58,0.034877666003012564,success
15447,train,25,20,18,2,31,0.03206062500248663,success
15448,train,25,16,14,2,16,0.029290917002072092,success
15449,train,25,15,13,2,10,0.02822100000048522,success
15450,train,25,6,4,2,1,0.02326287500181934,success
15451,train,25,15,13,2,13,0.02760541700263275,success
15452,train,25,4,2,2,2,0.021701540994399693,success
15453,val,25,25,4,21,2,0.03761975000088569,success
15454,train,25,7,5,2,4,0.029764333005005028,success
15455,train,25,22,20,2,36,0.03275841700087767,success
15456,val,25,25,9,16,7,0.03316554200137034,success
15457,train,25,22,20,2,39,0.03151133399660466,success
15458,test,25,25,21,4,47,0.03283145799650811,success
15459,train,25,5,3,2,3,0.023458332994778175,success
15460,val,25,25,17,8,20,0.03225679200113518,success
15461,train,25,22,20,2,37,0.03135570800077403,success
15462,train,25,24,22,2,52,0.03406183299375698,success
15463,train,25,11,9,2,6,0.02626908300590003,success
15464,train,25,11,9,2,8,0.026215291996777523,success
15465,test,25,25,5,20,2,0.032770207995781675,success
15466,train,25,20,18,2,15,0.030713416999788024,success
15467,train,25,13,11,2,8,0.026938875002088025,success
15468,train,25,3,1,2,1,0.02196070900390623,success
15469,train,25,19,17,2,18,0.029238374998385552,success
15470,train,25,12,10,2,7,0.026217750004434492,success
15471,train,25,23,21,2,37,0.032938125004875474,success
15472,train,25,23,21,2,28,0.031453875002625864,success
15473,train,25,20,18,2,28,0.030941000004531816,success
15474,train,25,25,24,1,55,0.03505337499518646,success
15475,train,25,18,16,2,21,0.030368167004780844,success
15476,test,25,25,23,2,93,0.0341218339963234,success
15477,val,25,25,13,12,15,0.0754072920026374,success
15478,test,25,25,20,5,33,0.032855500001460314,success
15479,train,25,22,20,2,36,0.03261558400117792,success
15480,train,25,13,11,2,10,0.02726387500297278,success
15481,train,25,15,13,2,18,0.02786983300029533,success
15482,train,25,22,20,2,31,0.03127841699460987,success
15483,train,25,4,2,2,1,0.022910708998097107,success
15484,train,25,7,5,2,3,0.023826457996619865,success
15485,test,25,25,23,2,53,0.03414075000182493,success
15486,train,25,25,24,1,43,0.034738292000838555,success
15487,test,25,25,20,5,30,0.03409924999868963,success
15488,train,25,4,2,2,2,0.02338133300509071,success
15489,train,25,18,16,2,14,0.029566582998086233,success
15490,train,25,10,8,2,4,0.025788833998376504,success
15491,train,25,24,22,2,36,0.034071833004418295,success
15492,train,25,18,16,2,16,0.03028712500235997,success
15493,train,25,21,19,2,30,0.03145883399702143,success
15494,train,25,20,18,2,31,0.031489875000261236,success
15495,train,25,8,6,2,3,0.02455783299956238,success
15496,test,25,25,4,21,3,0.03261433300212957,success
15497,val,25,25,3,22,2,0.0329607500025304,success
15498,val,25,25,23,2,48,0.03496387499762932,success
15499,train,25,22,20,2,37,0.03293862500140676,success
155,train,25,2,0,2,0,0.020154041005298495,success
15500,train,25,23,21,2,46,0.03494920799857937,success
15501,train,25,8,6,2,4,0.025064624998776708,success
15502,train,25,23,21,2,34,0.03445516600186238,success
15503,train,25,23,21,2,54,0.03437025000312133,success
15504,val,25,25,5,20,4,0.03406933299993398,success
15505,test,25,25,7,18,4,0.03351995800039731,success
15506,train,25,5,3,2,2,0.02353633299935609,success
15507,train,25,4,2,2,1,0.022324749996187165,success
15508,train,25,24,22,2,51,0.03338629200152354,success
15509,train,25,17,15,2,14,0.030576167002436705,success
15510,train,25,12,10,2,4,0.027342458000930492,success
15511,train,25,15,13,2,12,0.030074542002694216,success
15512,train,25,15,13,2,15,0.02941058399301255,success
15513,val,25,25,4,21,2,0.034101500001270324,success
15514,train,25,22,20,2,22,0.03300137499900302,success
15515,train,25,15,13,2,14,0.02792783400218468,success
15516,train,25,25,24,1,39,0.03405395799927646,success
15517,train,25,15,13,2,14,0.029640415996254887,success
15518,train,25,3,1,2,1,0.02230812500056345,success
15519,test,25,25,12,13,15,0.06135116700170329,success
15520,train,25,4,2,2,1,0.025978874997235835,success
15521,val,25,25,16,9,15,0.034411458000249695,success
15522,test,25,25,6,19,5,0.03353558299568249,success
15523,train,25,11,9,2,8,0.02629375000105938,success
15524,train,25,24,22,2,47,0.034094624999852385,success
15525,test,25,25,24,1,44,0.033350874997267965,success
15526,train,25,10,8,2,7,0.025788042003114242,success
15527,train,25,17,15,2,15,0.028418667003279552,success
15528,train,25,25,23,2,42,0.03357516599498922,success
15529,test,25,25,21,4,34,0.03435512500436744,success
15530,test,25,25,4,21,3,0.035735457997361664,success
15531,val,25,25,15,10,15,0.0341076670010807,success
15532,val,25,25,7,18,3,0.03296704200329259,success
15533,train,25,3,1,2,1,0.021096207994560245,success
15534,test,25,25,6,19,3,0.03393883299577283,success
15535,train,25,23,21,2,11,0.032348875000025146,success
15536,train,25,24,22,2,49,0.03386224999849219,success
15537,train,25,3,1,2,1,0.021891917000175454,success
15538,train,25,5,3,2,2,0.02309354199678637,success
15539,test,25,25,19,6,45,0.033822249999502674,success
15540,val,25,25,12,13,13,0.03339183400385082,success
15541,train,25,15,13,2,14,0.027870707999682054,success
15542,train,25,5,3,2,2,0.022625332996540237,success
15543,test,25,25,19,6,27,0.03298391700081993,success
15544,val,25,25,5,20,3,0.03245533399604028,success
15545,train,25,6,4,2,4,0.02388062499812804,success
15546,train,25,25,23,2,65,0.034566624999570195,success
15547,test,25,25,18,7,21,0.03440175000287127,success
15548,train,25,5,3,2,3,0.02249583299999358,success
15549,train,25,16,14,2,18,0.028109416998631787,success
15550,train,25,22,20,2,36,0.033544042002176866,success
15551,train,25,23,21,2,31,0.033213499998964835,success
15552,train,25,6,4,2,2,0.022812000002886634,success
15553,train,25,24,22,2,34,0.032671834000211675,success
15554,test,25,25,2,23,1,0.03279941700020572,success
15555,val,25,25,3,22,2,0.03298033299506642,success
15556,train,25,19,17,2,18,0.029827917001966853,success
15557,train,25,24,22,2,44,0.032482166003319435,success
15558,test,25,25,18,7,16,0.03370149999682326,success
15559,train,25,5,3,2,2,0.023156875002314337,success
15560,train,25,11,9,2,6,0.025474749993009027,success
15561,val,25,25,7,18,4,0.03337074999581091,success
15562,train,25,25,23,2,42,0.05645816600008402,success
15563,train,25,5,3,2,2,0.02256600000691833,success
15564,train,25,17,15,2,14,0.02937916600058088,success
15565,train,25,10,8,2,5,0.02570758300134912,success
15566,test,25,25,6,19,5,0.032967624996672384,success
15567,train,25,17,15,2,15,0.030055124996579252,success
15568,test,25,25,23,2,18,0.0324806670032558,success
15569,val,25,25,22,3,37,0.03272679099609377,success
15570,train,25,12,10,2,6,0.02709516600589268,success
15571,train,25,10,8,2,5,0.025049417003174312,success
15572,test,25,25,21,4,59,0.03317083400179399,success
15573,test,25,25,8,17,6,0.0346674169995822,success
15574,test,25,25,11,14,10,0.034706792001088616,success
15575,train,25,21,19,2,36,0.03259779100335436,success
15576,train,25,25,23,2,43,0.03387312500126427,success
15577,train,25,13,11,2,9,0.02710816699982388,success
15578,train,25,12,10,2,7,0.02734391699777916,success
15579,train,25,25,24,1,46,0.033506915999168996,success
15580,test,25,25,22,3,35,0.0339824159964337,success
15581,train,25,7,5,2,4,0.02348599999822909,success
15582,train,25,13,11,2,12,0.02841966699634213,success
15583,train,25,25,23,2,31,0.0349372500058962,success
15584,train,25,19,17,2,19,0.029582333998405375,success
15585,train,25,8,6,2,5,0.024048832994594704,success
15586,val,25,25,15,10,10,0.034266624999872874,success
15587,train,25,25,23,2,44,0.0331089589963085,success
15588,val,25,25,5,20,3,0.03250799999659648,success
15589,test,25,25,18,7,17,0.034234041995659936,success
15590,train,25,6,4,2,3,0.02457775000220863,success
15591,train,25,10,8,2,4,0.024746084003709257,success
15592,test,25,25,24,1,63,0.032949041000392754,success
15593,train,25,23,21,2,41,0.0320344580031815,success
15594,train,25,4,2,2,1,0.022126084004412405,success
15595,train,25,4,2,2,1,0.022801833001722116,success
15596,train,25,15,13,2,12,0.027119125006720424,success
15597,train,25,19,17,2,19,0.03000979199714493,success
15598,train,25,19,17,2,20,0.03058854200207861,success
15599,train,25,4,2,2,1,0.02167604200076312,success
156,train,25,2,0,2,0,0.021287833005771972,success
15600,train,25,8,6,2,5,0.02355087499745423,success
15601,train,25,10,8,2,6,0.024659292001160793,success
15602,train,25,6,4,2,2,0.023623708002560306,success
15603,test,25,25,17,8,16,0.03228087499883259,success
15604,train,25,10,8,2,7,0.025530250000883825,success
15605,train,25,23,21,2,45,0.03164212500269059,success
15606,train,25,18,16,2,23,0.029557374997239094,success
15607,train,25,3,1,2,1,0.02139987499685958,success
15608,train,25,3,1,2,1,0.02127383300103247,success
15609,train,25,22,20,2,38,0.031771041998581495,success
15610,train,25,24,22,2,49,0.03318516699800966,success
15611,test,25,25,20,5,46,0.034939582998049445,success
15612,train,25,18,16,2,22,0.02908141700027045,success
15613,train,25,20,18,2,30,0.03061712499766145,success
15614,train,25,5,3,2,2,0.023168915999121964,success
15615,train,25,16,14,2,10,0.027677540994773153,success
15616,train,25,4,2,2,2,0.021012167002481874,success
15617,val,25,25,6,19,5,0.07328062500164378,success
15618,train,25,4,2,2,1,0.023047875001793727,success
15619,val,25,25,9,16,8,0.0331562909996137,success
15620,train,25,24,22,2,48,0.03544516699912492,success
15621,train,25,16,14,2,12,0.028863583000202198,success
15622,train,25,13,11,2,6,0.02777737499854993,success
15623,train,25,5,3,2,2,0.02305658299883362,success
15624,train,25,4,2,2,1,0.023194041998067405,success
15625,val,25,25,22,3,38,0.033648666001681704,success
15626,train,25,6,4,2,2,0.023002207999525126,success
15627,train,25,24,22,2,38,0.03344387499964796,success
15628,train,25,17,15,2,14,0.028849499998614192,success
15629,train,25,24,22,2,39,0.032795624996651895,success
15630,test,25,25,21,4,29,0.034598250000271946,success
15631,test,25,25,20,5,37,0.03425329099991359,success
15632,train,25,23,21,2,34,0.032257374994514976,success
15633,train,25,19,17,2,25,0.03129516600165516,success
15634,train,25,9,7,2,3,0.025167707994114608,success
15635,train,25,7,5,2,3,0.023380332997476216,success
15636,train,25,25,24,1,22,0.033033582993084565,success
15637,train,25,25,23,2,54,0.03304229100467637,success
15638,test,25,25,21,4,37,0.03381541600538185,success
15639,train,25,3,1,2,1,0.02162766599940369,success
15640,train,25,7,5,2,4,0.023922000000311527,success
15641,train,25,22,20,2,27,0.030895333002263214,success
15642,test,25,25,4,21,3,0.03335183300077915,success
15643,train,25,24,22,2,28,0.03575979100423865,success
15644,train,25,4,2,2,1,0.021429542000987567,success
15645,train,25,21,19,2,15,0.03008991700335173,success
15646,train,25,23,21,2,37,0.03264412499993341,success
15647,train,25,12,10,2,8,0.02540887500072131,success
15648,test,25,25,19,6,33,0.03263720800168812,success
15649,train,25,8,6,2,3,0.024108375000650994,success
15650,train,25,6,4,2,3,0.024755584003287368,success
15651,train,25,10,8,2,6,0.025342167005874217,success
15652,train,25,25,23,2,56,0.03372741600469453,success
15653,train,25,20,18,2,33,0.030646166997030377,success
15654,train,25,25,23,2,48,0.03446149999945192,success
15655,train,25,5,3,2,2,0.022291291003057268,success
15656,train,25,21,19,2,29,0.03050608299963642,success
15657,train,25,6,4,2,3,0.023157040996011347,success
15658,train,25,24,22,2,44,0.03397262499493081,success
15659,train,25,9,7,2,6,0.02489620900450973,success
15660,test,25,25,23,2,46,0.03417095900658751,success
15661,test,25,25,21,4,43,0.03257537500030594,success
15662,test,25,25,6,19,3,0.032979625000734814,success
15663,train,25,25,24,1,57,0.06193445900134975,success
15664,train,25,4,2,2,1,0.024187958995753434,success
15665,train,25,14,12,2,7,0.02767475000291597,success
15666,train,25,19,17,2,19,0.029886707998230122,success
15667,test,25,25,8,17,7,0.05448704199807253,success
15668,train,25,16,14,2,14,0.02944283399847336,success
15669,train,25,17,15,2,13,0.029921165994892363,success
15670,train,25,21,19,2,27,0.03247887499310309,success
15671,train,25,7,5,2,3,0.024011458997847512,success
15672,train,25,4,2,2,1,0.02197254099883139,success
15673,train,25,3,1,2,1,0.02041783300228417,success
15674,test,25,25,4,21,4,0.03274537499964936,success
15675,train,25,20,18,2,36,0.03159304200380575,success
15676,train,25,16,14,2,18,0.029222832999948878,success
15677,train,25,25,24,1,76,0.033747249995940365,success
15678,train,25,23,21,2,26,0.03294062499480788,success
15679,test,25,25,18,7,34,0.03422129200043855,success
15680,train,25,13,11,2,7,0.027963499996985774,success
15681,train,25,23,21,2,42,0.03282595799828414,success
15682,test,25,25,19,6,34,0.033489499997813255,success
15683,train,25,3,1,2,1,0.02239995800482575,success
15684,train,25,22,20,2,25,0.03204991699749371,success
15685,train,25,9,7,2,4,0.024696832995687146,success
15686,test,25,25,2,23,2,0.033412459000828676,success
15687,train,25,17,15,2,13,0.03001862500241259,success
15688,test,25,25,4,21,3,0.03250987499632174,success
15689,train,25,23,21,2,32,0.032748833000368904,success
15690,train,25,19,17,2,18,0.029554875000030734,success
15691,val,25,25,18,7,17,0.032743542004027404,success
15692,train,25,21,19,2,12,0.0314572080023936,success
15693,train,25,19,17,2,22,0.03109966700139921,success
15694,train,25,7,5,2,7,0.023525084005086683,success
15695,test,25,25,20,5,21,0.03321995800069999,success
15696,train,25,12,10,2,5,0.02539966699987417,success
15697,train,25,24,22,2,71,0.03256287499971222,success
15698,test,25,25,16,9,24,0.0320392499997979,success
15699,test,25,25,9,16,7,0.033726458001183346,success
157,train,25,2,0,2,0,0.022973291997914203,success
15700,train,25,24,22,2,47,0.033492333997855894,success
15701,train,25,6,4,2,3,0.02285887499601813,success
15702,train,25,18,16,2,15,0.029785625003569294,success
15703,val,25,25,1,24,1,0.03167616699647624,success
15704,train,25,8,6,2,3,0.023485792000428773,success
15705,train,25,10,8,2,7,0.024930249994213227,success
15706,train,25,9,7,2,6,0.02589395899849478,success
15707,train,25,22,20,2,39,0.03214904099877458,success
15708,train,25,9,7,2,6,0.0242121249975753,success
15709,val,25,25,17,8,21,0.03377554200415034,success
15710,train,25,9,7,2,7,0.02475058399431873,success
15711,train,25,24,22,2,39,0.06225591600377811,success
15712,train,25,13,11,2,9,0.02828979199694004,success
15713,train,25,4,2,2,1,0.023045750000164844,success
15714,test,25,25,16,9,23,0.03375804100505775,success
15715,train,25,23,21,2,43,0.03491679199942155,success
15716,train,25,21,19,2,25,0.03148712500114925,success
15717,train,25,18,16,2,23,0.0303747919970192,success
15718,train,25,16,14,2,18,0.029899417000706308,success
15719,train,25,6,4,2,1,0.023371041999780573,success
15720,train,25,6,4,2,2,0.02266191600210732,success
15721,train,25,10,8,2,7,0.025859583001874853,success
15722,train,25,11,9,2,5,0.026947499995003454,success
15723,train,25,15,13,2,15,0.027708916997653432,success
15724,train,25,25,24,1,55,0.034401042001263704,success
15725,train,25,4,2,2,2,0.022274875002040062,success
15726,train,25,19,17,2,18,0.030575083997973707,success
15727,train,25,25,23,2,49,0.035565292004321236,success
15728,train,25,23,21,2,40,0.0330046669987496,success
15729,train,25,16,14,2,14,0.02792287500051316,success
15730,val,25,25,21,4,45,0.033390333999705035,success
15731,train,25,6,4,2,2,0.022641124996880535,success
15732,train,25,9,7,2,5,0.024581625002610963,success
15733,train,25,7,5,2,6,0.02446083299582824,success
15734,val,25,25,22,3,37,0.0338652920036111,success
15735,train,25,23,21,2,36,0.03336679100175388,success
15736,train,25,4,2,2,1,0.021832207996340003,success
15737,train,25,13,11,2,12,0.026368208003987093,success
